=========II ACT===============, -11.29, 8.00, 104.33,
2.*Baros Wradlith, -919.20, 12.43, 2169.10,
2.*Bloodfeast the Ruthless, -2049.12, 0.20, 2431.68,
2.*Darius Cronley, -617.94, 15.00, 1133.30,
2.*Direni, -474.86, 15.00, 1089.33,
2.*Guardian of Solael, -790.00, 7.15, 521.34,
2.*Halion "The Rat" 1, -694.46, 8.09, 2145.10,
2.*Halion "The Rat" 2, -679.60, 8.03, 2238.22,
2.*Karnath Chillblood, -1205.77, 25.11, 430.14,
2.*Kilrian the Tainted Soul, 22.20, 8.16, 1951.20,
2.*Martin "Moneybags" 1, -541.70, 15.00, 1165.10,
2.*Martin "Moneybags" 2, -610.17, 8.32, 1285.13,
2.*Martin "Moneybags" 3, -491.32, 15.00, 1193.61,
2.*Mogara the Prime Matriarch, -1690.87, 28.38, 415.13,
2.*Naren Kur the Ostracized, -269.29, -4.68, 2516.72,
2.*Nicholas Balthazar, -679.85, 6.32, 1595.41,
2.*Ol' Bloodbriar, -2542.26, 2.50, 1574.75,
2.*Ronaprax the Grand Queen, -661.37, -0.25, 2783.35,
2.*Rutnick the Cruel, -1191.14, 10.19, 133.64,
2.*Ulraprax the Hive Matriarch, -698.22, -0.00, 2542.70,
2.*Ungoliax the Gloomweaver, -3260.36, -4.18, 1832.60,
2.*Voldrak the Destroyer, -1178.52, 22.96, 1398.60,
2.The Pit, -1009.16, 11.43, -20.23,
2.Rover Bounty Table, -836.04, 11.61, 83.13,
2.Orders - Grum, -309.99, 30.13, 110.97,
2.Orders - Laudos Vagra, 166.78, -0.10, 1634.71,
2.Orders - Nomos Dred, -215.21, 0.96, 1631.39,
2.Orders - Oligeane Dar 1, -17.50, 10.09, 1958.04,
2.Orders - Oligeane Dar 2, -20.54, 8.44, 1622.20,
2.Orders - Oligeane Dar 3, 116.86, -0.02, 1596.43,
2.Orders - Oligeane Dar 4, -333.16, -0.24, 1623.83,
2.Orders - Oligeane Dar 5, -334.96, 0.00, 1708.34,
2.Orders - Rhovena Kur, 2.88, 8.28, 1610.90,
2.Orders - Rixna Plaguefeather 1, -841.19, 26.31, 363.18,
2.Orders - Rixna Plaguefeather 2, -723.28, 28.58, 584.66,
2.Orders - Rixna Plaguefeather 3, -904.78, 33.59, 477.62,
2.Orders - Rixna Plaguefeather 4, -996.25, 24.25, 485.33,
