=========VII ACT==============, -3428.59, 43.34, 6978.83,
7.*Astros the Sunherald, -6012.85, -1.44, 4286.31,
7.*Azaleon Gryphon Sovereign, -4617.63, 34.18, 4409.16,
7.*Bell'oq Guardian of Rahn, -5926.50, 1.04, 4863.16,
7.*Brother Segarius 1, -4732.34, 53.36, 3858.00,
7.*Brother Segarius 2, -4675.53, 47.85, 3861.96,
7.*Brother Segarius 3, -4673.25, 49.84, 3750.16,
7.*Brother Segarius 4, -5308.64, 49.87, 3818.17,
7.*Brother Segarius 5, -5351.32, 49.87, 3834.99,
7.*Dravis Son of Uroboruuk, -4453.12, 32.71, 4345.70,
7.*Durg the Stormborn, -2868.89, -6.64, 6548.14,
7.*Father Kymon, -5948.49, 12.53, 3935.97,
7.*Galfang Night Terror, -2224.22, -2.58, 5755.49,
7.*Gannar'vakkar, -3753.78, 6.33, 5125.60,
7.*Grimmaw Packhound Alpha 1, -3793.24, 38.44, 4738.77,
7.*Grimmaw Packhound Alpha 2, -3709.71, 38.85, 4778.13,
7.*Grimmaw Packhound Alpha 3, -3641.14, 3.29, 4933.55,
7.*Grimmaw Packhound Alpha 4, -3589.43, 0.84, 5024.70,
7.*Gurblix the Digested, -1792.19, -10.42, 5891.65,
7.*Hallanx the Forgotten, -2780.39, -9.72, 4219.58,
7.*Jarinthor the Sandstorm, -5622.83, 14.03, 6530.59,
7.*Ketan'Thunn, -2687.33, 5.33, 4519.59,
7.*Korvan Titanovore, -4051.89, 4.10, 5976.86,
7.*Manifestation of Korvaak, -6170.74, 0.77, 3460.77,
7.*Margul the Rotting, -3175.54, 4.87, 6567.58,
7.*Navan the Usurper, -2853.99, -7.12, 5634.73,
7.*Okaloth "The Messenger", -5223.50, -1.20, 4719.84,
7.*Ramzul High Priest of Osyr, -2729.11, 1.20, 6106.63,
7.*Sister Crimson, -4089.21, -0.68, 4002.59,
7.*The Duskreaper, -3240.31, -2.77, 4031.56,
7.*The Steward, -4455.22, 48.41, 4301.17,
7.*Tirgan the Mad Priest, -3229.10, 6.81, 5600.19,
7.Witch God Bounty Table, -3450.63, 41.26, 6986.28,
7.Orders - Avronath 1, -6027.99, 10.26, 3702.89,
7.Orders - Avronath 2, -6060.72, 17.90, 3630.75,
7.Orders - Avronath 3, -5984.48, 26.64, 3529.91,
7.Orders - Avronath 4, -6029.59, 30.18, 3528.80,
7.Orders - Guardian Ulazor 1, -4155.09, 31.16, 4646.35,
7.Orders - Guardian Ulazor 2, -4221.50, 30.86, 4683.74,
7.Orders - Guardian Ulazor 3, -4148.59, 31.01, 4782.04,
7.Orders - Guardian Yaharum 1, -3999.01, 5.29, 3966.40,
7.Orders - Guardian Yaharum 2, -4089.67, 0.00, 3978.61,
7.Orders - Guardian Yaharum 3, -4156.48, 5.13, 3998.43,
7.Orders - Keynen Burntheart 1, -4492.47, 32.79, 4362.42,
7.Orders - Keynen Burntheart 2, -4437.11, 33.10, 4377.68,
7.Orders - Keynen Burntheart 3, -4460.33, 32.97, 4412.44,
7.Orders - Razorfeather 1, -4188.59, 3.80, 5562.96,
7.Orders - Razorfeather 2, -4260.93, 9.01, 5518.48,
7.Orders - Razorfeather 3, -4282.48, 9.00, 5578.41,
7.Orders - Razorfeather 4, -4339.77, 9.00, 5592.93,
7.Orders - Razorfeather 5, -4277.50, 3.74, 5647.02,
7.Orders - Razorfeather 6, -4305.33, 5.09, 5750.71,
7.Orders - Reynar The Loathed 1, -3998.17, 38.06, 4723.57,
7.Orders - Reynar The Loathed 2, -4013.09, 38.82, 4668.05,
7.Orders - Reynar The Loathed 3, -3980.96, 39.19, 4630.41,
7.Orders - Varnox The Molten 1, -3974.47, 35.35, 4769.33,
7.Orders - Varnox The Molten 2, -3978.55, 46.26, 4860.58,
7.Orders - Varnox The Molten 3, -3920.30, 43.48, 4848.36,
7.Associates of Riggs - 1, -3599.78, 18.96, 6515.60,
7.Associates of Riggs - 2, -3623.50, 27.75, 6423.22,
7.Associates of Riggs - 3, -3742.15, 21.86, 6230.14,
7.Associates of Riggs - 4, -3061.84, 6.10, 6162.42,
7.Associates of Riggs - 5, -4249.49, 4.17, 5732.20,
7.Associates of Riggs - 6, -4156.28, 3.74, 5549.29,
7.Associates of Riggs - 7, -3198.58, 11.01, 5764.64,
7.Associates of Riggs - 8, -3849.21, 14.44, 5442.99,
7.Associates of Riggs - 9, -2820.99, 0.93, 5803.79,
7.Associates of Riggs - 10, -3721.98, 7.22, 5098.28,
7.Associates of Riggs - 11, -3464.09, 23.12, 4570.32,
7.Associates of Riggs - 12, -3037.72, 2.44, 4676.22,
7.Associates of Riggs - 13, -3677.69, 22.80, 4679.88,
7.Associates of Riggs - 14, -4123.52, 30.80, 4799.56,
7.Associates of Riggs - 15, -4160.81, 31.78, 4650.46,
7.Associates of Riggs - 16, -3257.25, -2.88, 4001.09,
7.Associates of Riggs - 17, -3586.19, 2.74, 3990.43,
7.Associates of Riggs - 18, -4348.46, 30.80, 4481.71,
7.Associates of Riggs - 19, -4560.53, 31.58, 4414.58,
7.Associates of Riggs - 20, -4453.50, 48.77, 4323.36,
7.Associates of Riggs - 21, -4779.06, 49.47, 3880.55,
7.Associates of Riggs - 22, -5955.65, 12.21, 3967.37,
