=========I ACT================, 85.31, 7.52, 45.96,
1.*Ancient Shambler, 770.50, 7.63, -1474.36,
1.*Balegor the Swamp King, -248.31, 4.22, -1320.49,
1.*Barrog the Bloodied, -6.38, 1.42, -176.23,
1.*Galeslice the Ruthless, -413.43, -0.02, -1216.04,
1.*Grundleplith the Hoarder, 856.48, -0.24, -533.50,
1.*Guardian of Dreeg, 19.94, 11.67, -362.83,
1.*Gutworm the Maneater, 715.17, -0.18, -2013.88,
1.*Ellena the First Slith, 947.51, 1.00, 953.16,
1.*Father Abaddoth, -656.83, 7.96, -1517.95,
1.*High Priest Rolderathis, 675.01, 0.01, -1327.24,
1.*Kalis Ka the Bonehunter, -214.23, 21.44, -1656.11,
1.*Kyzogg the Reanimator, 1286.50, 1.09, -449.29,
1.*Primordian the Forgotten One, 1469.86, 10.51, 155.89,
1.*Pusquill the Hoarder, 997.08, -0.26, -255.50,
1.*Salazar Blade of Ch'thon, 1109.75, -4.00, -822.09,
1.*The Sentinel, 1505.59, 6.28, -2731.65,
1.*Viloth the Corruptor, 643.90, 0.69, -929.01,
1.*Warden Krieg, 554.77, 2.40, -2688.38,
1.Devil's Crossing Bounty Table, 55.93, 10.50, 63.50,
1.Orders - Ballior ~ Burning 1, 1580.00, 1.00, -728.88,
1.Orders - Ballior ~ Burning 2, 1591.59, 0.99, -1010.03,
1.Orders - Ballior ~ Burning 3, 1617.12, 1.00, -1297.94,
1.Orders - Bolla "The Raven", -637.85, 6.19, 1618.75,
1.Orders - Caspis 1, 1105.18, 1.00, -765.88,
1.Orders - Caspis 2, 1191.75, 1.00, -775.81,
1.Orders - Gethrand 1, 850.42, 1.00, -2722.76,
1.Orders - Gethrand 2, 802.06, 1.00, -2761.10,
1.Orders - Gethrand 3, 739.16, 1.00, -2768.77,
1.Orders - Igor "The Brawler" 1, -668.57, 6.23, 1169.62,
1.Orders - Igor "The Brawler" 2, -522.24, 15.17, 1076.97,
1.Orders - Igor "The Brawler" 3, -425.99, 14.96, 1167.42,
1.Orders - Igor "The Brawler" 4, -553.88, -0.15, 1289.56,
1.Orders - Milton Hart 1, -140.32, 1.23, -713.62,
1.Orders - Milton Hart 2, -143.93, 1.75, -760.49,
1.Orders - Milton Hart 3, -210.10, 2.36, -725.91,
1.Orders - Nalloth 1, 125.59, 1.00, -2212.96,
1.Orders - Nalloth 2, 231.88, 1.00, -2242.56,
1.Orders - Nalloth 3, 254.14, 1.00, -2377.23,
1.Orders - Nalloth 4, 217.50, 1.00, -2408.58,
1.Orders - Romanov "The Bruiser", -630.02, 15.16, 1129.99,
1.Orders - Rostov 1, -988.47, 24.01, -212.05,
1.Orders - Rostov 2, -908.27, 24.93, -88.43,
1.Orders - Rostov 3, -868.27, 25.00, -50.36,
1.Orders - Slathra the Plagued 1, 1492.82, 8.86, 166.28,
1.Orders - Slathra the Plagued 2, -346.11, 7.81, -921.26,
1.Orders - Slathra the Plagued 3, -213.68, 0.36, -968.52,
1.Orders - Zanbrandt, 592.65, 1.00, -2698.41,
