=========III ACT==============, -1859.00, 10.84, 332.00,
3.*Ballog'Nath the Hellfire, -3859.65, -0.13, 1027.95,
3.*Bolvar the Bloodbinder 1, -2766.16, 20.66, -227.60,
3.*Bolvar the Bloodbinder 2, -2742.88, 16.17, -115.86,
3.*Bolvar the Bloodbinder 3, -2738.69, 17.73, -65.79,
3.*Herald of Destruction, -1886.07, 5.26, 637.87,
3.*Herald of the Flame, -2178.61, 11.85, -309.83,
3.*Gollus the Deepdweller, -3841.42, -0.09, 1237.95,
3.*Karroz Sigil of Ch'thon, -5973.14, 29.69, 629.32,
3.*Master Ravok (Kymon), -5834.98, -7.85, 1033.58,
3.*Sister Bravna (Order), -5834.98, -7.85, 1033.58,
3.*Swarm Queen Ravna, -3587.74, -4.00, 728.02,
3.*The Amalgamation, -2401.48, 12.00, 245.51,
3.*Venarius the Backbreaker, -2941.23, 0.29, -543.60,
3.*Wraith of Sorrows, -3602.40, -0.13, 1551.69,
3.*Zaria the Carver, -3483.84, 56.64, -131.06,
3.Portal to Ashen Waste 1, -2739.61, 20.02, -221.19,
3.Portal to Ashen Waste 2, -2783.49, 19.18, -142.25,
3.Portal to Ashen Waste 3, -2711.26, 16.71, -157.26,
3.Portal to Ashen Waste 4, -2742.88, 16.17, -115.86,
3.Portal to Ashen Waste 5, -2789.07, 16.55, -50.64,
3.Portal to Ashen Waste 6, -2764.75, 16.78, -39.11,
3.Kymon's Sanctuary, -2474.00, 21.00, -89.00,
3.Bastion of the Order, -2523.16, 16.12, 68.56,
3.Homestead Bounty Table, -2128.89, 20.28, 59.17,
3.Orders - Abathis 1, -5702.48, -4.80, -730.88,
3.Orders - Abathis 2, -5596.19, -6.07, -738.28,
3.Orders - Abathis 3, -5600.73, -6.03, -672.92,
3.Orders - Abathis 4, -5777.27, -6.04, -659.75,
3.Orders - Barrostrandt 1, 920.88, -4.00, -2703.92,
3.Orders - Barrostrandt 2, 785.25, -4.00, -2726.16,
3.Orders - Barrostrandt 3, 762.42, 1.00, -2768.57,
3.Orders - Barrostrandt 4, 741.63, 1.00, -2692.14,
3.Orders - Barrostrandt 5, 632.67, 1.00, -2710.69,
3.Orders - Barrostrandt 6, 530.84, 2.55, -2694.97,
3.Orders - Bogloth 1, -1201.81, 22.99, 1425.34,
3.Orders - Bogloth 2, -1149.16, 3.65, 1560.24,
3.Orders - Bogloth 3, -1068.24, 7.50, 1619.62,
3.Orders - Gethrand 1, 850.42, 1.00, -2722.76,
3.Orders - Gethrand 2, 802.06, 1.00, -2761.10,
3.Orders - Gethrand 3, 739.16, 1.00, -2768.77,
3.Orders - Glukrog Lifedrinker 1, -1968.51, 1.60, 1327.81,
3.Orders - Glukrog Lifedrinker 2, -1977.65, -4.05, 1435.89,
3.Orders - Glukrog Lifedrinker 3, -1916.23, 7.20, 1506.94,
3.Orders - Glukrog Lifedrinker 4, -1812.79, -0.27, 1328.89,
3.Orders - Gravvis the Decayed 1, -5684.40, -6.08, -732.77,
3.Orders - Gravvis the Decayed 2, -5737.96, -6.05, -721.52,
3.Orders - Gravvis the Decayed 3, -5654.24, -5.59, -836.15,
3.Orders - Halvastra Wrathfire 1, 739.20, -4.00, -2731.76,
3.Orders - Halvastra Wrathfire 2, 688.76, -4.00, -2704.90,
3.Orders - Halvastra Wrathfire 3, 685.48, -4.00, -2676.88,
3.Orders - Halvastra Wrathfire 4, 530.95, 2.55, -2676.16,
3.Orders - Holvuur Bonespeaker, -5858.39, 0.19, 1158.29,
3.Orders - Horvald Shieldbreaker, -5786.74, 0.20, 1153.18,
3.Orders - Igniaa Venomtongue, -3075.85, 16.89, -291.29,
3.Orders - Lozakal/Inixil 1, -3331.44, -0.62, 714.35,
3.Orders - Lozakal/Inixil 2, -3291.31, -0.43, 773.12,
3.Orders - Lozakal/Inixil 3, -3325.41, -0.11, 759.98,
3.Orders - Lozakal/Inixil 4, -3337.48, 0.07, 807.86,
3.Orders - Ludia Bloodwhisper 1, -3442.99, 55.83, -148.60,
3.Orders - Ludia Bloodwhisper 2, -3381.41, 48.02, -143.42,
3.Orders - Narl'Sarroth 1, -5483.99, -8.71, 684.28,
3.Orders - Narl'Sarroth 2, -5498.61, 7.20, 580.02,
3.Orders - Narl'Sarroth 3, -5815.39, 29.96, 638.17,
3.Orders - Narroth 1, -2345.75, 12.00, 292.08,
3.Orders - Narroth 2, -2405.06, 12.00, 306.39,
3.Orders - Narroth 3, -2394.35, 14.50, 412.50,
3.Orders - Narroth 4, -2320.19, 14.38, 426.05,
3.Orders - Olga Flamebearer, -3075.85, 16.89, -291.29,
3.Orders - Phabius 1, -813.11, 1.15, -1180.09,
3.Orders - Phabius 2, -727.10, 4.94, -1352.45,
3.Orders - Phabius 3, -1008.83, 0.65, -1229.74,
3.Orders - Phabius 4, -977.75, 5.00, -1475.13,
3.Orders - Phabius 5, -879.60, 9.26, -1503.02,
3.Orders - The Locust 1, -3605.25, -0.13, 734.54,
3.Orders - The Locust 2, -3288.27, -0.46, 706.00,
3.Orders - The Locust 3, -3581.65, 3.32, 1283.97,
3.Orders - The Locust 4, -3565.39, -0.81, 1049.77,
3.Orders - Thullon 1, -2812.93, 21.35, -176.43,
3.Orders - Thullon 2, -2758.47, 20.00, -214.16,
3.Orders - Thullon 3, -2587.47, 17.44, -278.92,
3.Orders - Thullon 4, -2697.09, 16.88, -132.02,
3.Orders - Thullon 5, -2773.87, 16.58, -80.79,
3.Orders - Vizier Haxin 1, -2238.17, 13.99, 288.67,
3.Orders - Vizier Haxin 2, -2138.91, 18.07, 352.23,
3.Orders - Vizier Haxin 3, -2209.08, 14.02, 432.00,
3.Orders - Zanbrandt, 592.65, 1.00, -2698.41,
